"","Employment","Sex","Education","Disability","Health_insurance","Own_child","Race","Total_person_income"
"3096","6","1","22","2","1","0","1",90000.0000000001
"3097","6","2","22","2","1","0","1",59700
"3098","6","1","20","2","1","0","1",10100
"3099","6","2","21","1","1","0","3",12000
"3100","1","2","19","2","1","0","3",12340
"3101","6","2","21","2","1","0","1",121600
"3102","1","2","20","2","1","0","1",37500
"3103","1","1","19","2","1","0","1",45000.0000000001
"3104","3","1","16","2","2","0","3",150
"3105","6","1","17","2","1","0","1",12400
"3106","1","1","19","2","1","0","1",138030
"3107","1","2","17","2","1","0","1",32499.9999999999
"3108","6","1","19","1","1","0","1",22800
"3109","1","1","20","2","1","0","1",82000.0000000001
"3110","1","2","21","2","1","0","1",88999.9999999998
"3111","6","1","14","1","1","0","1",27000
"3112","1","2","21","2","1","0","1",7000
"3113","1","1","21","2","1","0","1",31999.9999999999
"3114","1","2","21","2","1","0","1",5000
"3115","1","1","16","2","1","0","1",57999.9999999999
"3116","1","1","16","1","1","0","1",24000
"3117","1","2","21","2","1","0","1",42499.9999999999
"3118","1","1","20","2","1","0","1",75000
"3119","1","2","16","2","1","0","1",16000
"3120","2","2","18","1","1","0","1",8000
"3121","1","1","16","2","1","0","1",30000.0000000001
"3122","1","1","19","2","1","0","1",29099.9999999999
"3123","1","2","19","2","1","0","9",8000
"3124","6","1","16","1","1","0","1",74800
"3125","6","1","16","2","1","0","1",60899.9999999999
"3126","6","2","16","1","2","0","1",6000
"3127","1","2","20","2","1","0","1",197700
"3128","1","1","19","2","1","0","1",89800
"3129","1","1","21","2","1","0","1",65000.0000000001
"3130","1","2","21","2","1","0","1",34999.9999999999
"3131","1","2","16","2","1","0","1",34000
"3132","1","1","16","2","1","0","1",37999.9999999999
"3133","1","1","19","2","1","0","1",27500
"3134","1","2","21","2","1","0","1",39999.9999999999
"3135","1","1","16","2","1","0","1",42000
"3136","6","1","21","2","1","0","1",48799.9999999999
"3137","6","2","20","2","1","0","1",8200
"3138","1","2","16","2","2","0","1",9999.99999999999
"3139","1","2","16","2","2","0","1",25999.9999999999
"3140","1","1","20","2","1","0","1",45000.0000000001
"3141","1","1","19","2","1","0","1",21000
"3142","1","2","21","2","1","0","1",11200
"3143","1","1","18","2","1","0","1",126500
"3144","1","1","16","2","1","0","1",25000
"3145","1","1","20","2","1","0","1",61600.0000000001
"3146","1","2","19","2","1","0","1",19200
"3147","6","1","14","1","1","0","1",28820
"3148","1","1","20","2","1","0","1",96499.9999999998
"3149","6","2","20","1","2","0","1",4800.00000000001
"3150","6","1","16","1","1","0","1",14000
"3151","6","1","16","1","1","0","1",25999.9999999999
"3152","1","1","22","2","1","0","1",460000
"3153","1","2","15","2","1","0","1",60500
"3154","1","2","16","2","1","0","1",29000.0000000001
"3155","1","2","16","2","1","0","1",12500
"3156","6","2","21","2","1","0","1",700
"3157","6","1","22","2","1","0","1",67999.9999999998
"3158","6","2","22","2","1","0","1",34999.9999999999
"3159","1","1","16","2","1","0","1",99999.9999999998
"3160","1","2","21","2","1","0","1",50000
"3161","2","1","19","1","1","0","1",26300
"3162","1","2","21","1","1","0","1",16000
"3163","6","1","16","2","1","0","1",12500
"3164","1","1","16","2","2","0","1",26400
"3165","1","2","19","2","2","0","1",59999.9999999999
"3166","1","2","16","2","1","0","1",34100
"3167","6","1","16","2","1","0","1",15100
"3168","1","1","20","2","1","0","1",58999.9999999998
"3169","2","2","19","2","1","0","1",2000
"3170","1","1","20","2","2","0","1",71000.0000000002
"3171","1","2","20","2","1","0","1",9000
"3172","6","1","21","2","1","0","1",73999.9999999998
"3173","6","2","16","1","1","0","1",32999.9999999999
"3174","4","1","21","2","1","0","9",72000
"3175","1","2","19","2","1","0","1",75000
"3176","1","1","18","2","1","0","1",460000
"3177","1","2","18","1","1","0","1",85000.0000000001
"3178","1","1","20","2","1","0","1",109000
"3179","6","2","21","1","1","0","1",18000
"3180","1","1","21","2","2","0","1",24000
"3181","1","2","21","2","1","0","1",25999.9999999999
"3182","1","1","21","2","2","0","1",16000
"3183","1","2","21","2","2","0","1",16000
"3184","6","1","20","2","1","0","1",20000
"3185","1","1","20","2","2","0","2",28000
"3186","1","2","16","2","1","0","2",34999.9999999999
"3187","1","2","20","2","1","0","2",31000
"3188","1","1","18","2","1","0","1",18000
"3189","1","1","16","2","1","0","1",55000.0000000001
"3190","1","2","16","2","2","0","1",16000
"3191","1","2","21","2","1","0","1",59999.9999999999
"3192","4","1","21","2","1","0","1",59999.9999999999
"3193","6","2","12","2","1","0","1",16100
"3194","1","1","16","2","1","0","1",29300
"3195","1","1","13","2","1","0","1",120000
"3196","6","2","21","1","1","0","1",20900
"3197","1","1","21","2","1","0","1",31999.9999999999
"3198","6","1","10","1","1","0","1",7300
"3199","1","1","22","2","1","0","1",88999.9999999998
"3200","1","2","21","2","1","0","1",34999.9999999999
"3201","1","1","20","2","1","0","1",55000.0000000001
"3202","1","2","14","2","1","0","1",30000.0000000001
"3203","1","1","17","1","1","0","3",14800
"3204","1","1","16","2","1","0","3",8800.00000000002
"3205","1","1","23","2","1","0","1",460000
"3206","1","1","19","2","1","0","1",39999.9999999999
"3207","1","2","21","2","1","0","1",44000.0000000001
"3208","6","2","18","1","1","0","1",9499.99999999999
"3209","1","1","19","2","1","0","1",73199.9999999999
"3210","6","2","16","2","2","0","1",17300
"3211","6","2","16","2","1","0","1",16900
"3212","6","1","16","2","1","0","1",20300
"3213","1","2","19","2","1","0","1",89230
"3214","6","2","16","2","1","0","1",29430
"3215","1","1","22","2","1","0","1",34600
"3216","1","1","19","2","1","0","1",25999.9999999999
"3217","1","2","22","2","1","0","1",31999.9999999999
"3218","1","2","14","2","2","0","1",5400
"3219","1","2","20","2","1","0","1",29000.0000000001
"3220","1","1","20","2","1","0","1",81900.0000000002
"3221","6","2","19","1","1","0","1",34899.9999999999
"3222","6","1","19","2","1","0","1",19300
"3223","1","2","18","2","1","0","6",36000
"3224","1","2","22","2","1","0","1",67500.0000000002
"3225","1","1","21","2","1","0","1",69999.9999999998
"3226","1","1","14","2","1","1","1",2100
"3227","1","1","22","2","1","0","1",58399.9999999999
"3228","1","1","20","2","1","0","1",90100.0000000002
"3229","1","2","17","2","1","0","1",36000
"3230","1","1","16","2","1","0","1",109000
"3231","6","2","20","2","1","0","1",22199.9999999999
"3232","6","1","21","2","1","0","1",120000
"3233","6","2","21","2","1","0","1",111000
"3234","4","1","20","1","1","0","1",99900.0000000002
"3235","6","2","21","2","1","0","1",2999.99999999999
"3236","6","2","14","2","1","1","1",400
"3237","6","2","12","2","1","1","1",400
"3238","1","1","16","2","1","0","1",30000.0000000001
"3239","1","2","17","2","1","0","1",10200
"3240","6","1","18","1","1","0","1",16100
"3241","1","1","22","2","1","0","1",91200.0000000002
"3242","1","2","21","2","1","0","1",38400
"3243","6","2","22","2","1","0","1",38300
"3244","6","1","22","2","1","0","1",19500
"3245","1","1","19","2","1","0","8",55000.0000000001
"3246","3","2","16","2","2","0","1",20900
"3247","1","1","14","2","1","0","1",30000.0000000001
"3248","1","2","21","2","1","0","1",34999.9999999999
"3249","6","1","22","2","1","0","1",30699.9999999999
"3250","6","2","21","2","1","0","1",24800
"3251","6","2","17","1","1","0","3",500
"3252","1","1","22","2","1","0","3",79999.9999999999
"3253","1","2","22","2","1","0","1",39999.9999999999
"3254","1","1","18","2","1","0","1",25900
"3255","1","2","17","2","1","0","1",6799.99999999999
"3256","3","2","20","2","1","0","1",36399.9999999999
"3257","1","1","20","2","1","0","1",34000
"3258","1","2","21","2","1","0","1",38500.0000000001
"3259","1","1","23","2","1","0","1",219000.000000001
"3260","6","2","20","2","1","0","1",4000
"3261","1","2","21","2","1","0","1",60999.9999999999
"3262","1","1","19","2","1","0","1",13600
"3263","6","2","16","1","1","0","1",12000
"3264","1","2","16","2","1","0","1",16800
"3265","1","1","16","2","1","0","1",75000
"3266","1","2","20","2","1","0","1",12000
"3267","2","1","16","2","2","0","1",48999.9999999999
"3268","1","2","14","2","2","1","1",8400.00000000002
"3269","6","2","18","2","1","0","1",51200.0000000001
"3270","1","2","16","2","1","0","3",36599.9999999999
"3271","1","2","22","2","1","0","1",59999.9999999999
"3272","1","1","22","2","1","0","1",99199.9999999998
"3273","6","2","18","1","1","0","1",13410
"3274","1","2","19","2","1","0","1",24000
"3275","1","1","16","2","1","0","1",31000
"3276","6","1","18","1","1","0","1",32300
"3277","1","2","18","2","1","0","1",16200
"3278","6","1","16","2","1","0","1",21800
"3279","6","2","19","2","1","0","1",35600
"3280","6","1","19","1","1","0","1",3100
"3281","1","1","20","2","1","0","1",4800.00000000001
"3282","1","1","20","2","1","0","1",27000
"3283","1","2","20","2","1","0","1",72000
"3284","6","2","20","1","1","0","1",11500
"3285","6","2","21","1","1","0","1",10800
"3286","1","1","19","1","1","0","1",117000
"3287","1","2","16","2","1","0","1",37500
"3288","1","1","22","2","1","0","1",56999.9999999999
"3289","1","2","23","2","1","0","1",125000
"3290","1","2","22","2","1","0","1",98250
"3291","1","1","21","2","1","0","1",62020
"3292","6","1","13","2","1","1","1",50
"3293","6","2","16","2","1","0","1",25999.9999999999
"3294","1","2","16","2","1","0","1",24000
"3295","1","1","16","2","1","0","1",85999.9999999999
"3296","6","2","19","2","1","0","1",42499.9999999999
"3297","6","1","19","2","1","0","1",18900
"3298","6","2","21","2","1","0","1",56100
"3299","6","1","21","2","1","0","1",59900
"3300","1","1","19","2","1","0","1",63000
"3301","6","1","19","1","1","0","1",16000
"3302","6","2","18","1","1","0","1",7400
"3303","1","2","21","2","1","0","1",50000
"3304","1","1","16","2","1","0","1",50000
"3305","6","1","21","1","1","0","1",101100
"3306","6","2","16","1","1","0","1",30500
"3307","1","2","21","2","1","0","1",30000.0000000001
"3308","1","1","20","2","1","0","1",41600
"3309","1","2","22","2","1","0","1",59999.9999999999
"3310","1","1","22","2","1","0","2",101000
"3311","1","2","21","2","1","0","6",30000.0000000001
"3312","1","1","21","2","1","0","6",36000
"3313","6","1","24","2","1","0","1",33170
"3314","1","1","21","2","2","0","1",45000.0000000001
"3315","1","2","16","2","1","0","1",41000.0000000001
"3316","6","2","19","2","1","0","1",31800
"3317","6","1","16","1","1","0","1",36700.0000000001
"3318","3","2","16","2","1","0","1",4700
"3319","1","2","23","2","1","0","1",407000
"3320","1","1","19","2","1","0","3",92000
"3321","1","2","19","2","1","0","1",59999.9999999999
"3322","1","1","19","2","1","0","1",95999.9999999998
"3323","2","2","24","2","1","0","1",4
"3324","1","1","21","2","1","0","1",50000
"3325","1","1","19","2","1","0","1",24500
"3326","1","1","16","2","1","0","1",45000.0000000001
"3327","1","2","19","2","1","0","1",16000
"3328","1","1","19","2","1","0","1",45000.0000000001
"3329","1","2","16","2","2","0","1",18700
"3330","1","2","16","2","1","0","1",75400.0000000002
"3331","1","1","16","1","1","0","1",99999.9999999998
"3332","1","1","22","2","2","0","1",67999.9999999998
"3333","1","2","19","2","2","0","1",24000
"3334","1","1","19","2","2","0","1",7000
"3335","1","1","23","2","1","0","1",198200
"3336","1","2","16","2","1","0","1",24000
"3337","1","2","23","2","1","0","1",180000
"3338","1","2","20","2","1","0","1",50000
"3339","1","1","17","2","2","0","1",16000
"3340","1","2","16","2","2","0","1",24000
"3341","1","1","16","2","1","0","1",20000
"3342","1","2","19","2","1","0","1",20000
"3343","1","1","16","1","1","0","1",31599.9999999999
"3344","1","2","15","2","2","0","1",12600
"3345","1","2","16","2","2","0","1",14000
"3346","6","2","21","2","1","0","1",41299.9999999999
"3347","6","1","22","2","1","0","1",65900.0000000001
"3348","1","1","18","1","1","0","1",100700
"3349","1","2","20","2","1","0","1",57999.9999999999
"3350","6","2","22","2","1","0","1",32400.0000000001
"3351","6","1","21","2","1","0","6",35700
"3352","1","1","21","2","1","0","1",131900
"3353","1","2","16","2","1","0","1",30000.0000000001
"3354","1","1","16","2","2","0","1",56999.9999999999
"3355","1","1","19","2","1","0","1",99999.9999999998
"3356","6","2","14","2","1","0","1",9100
"3357","1","1","19","2","1","0","1",126520
"3358","6","2","16","2","1","0","1",100
"3359","6","1","12","2","1","0","1",36010.0000000001
"3360","6","1","17","1","1","0","1",29700.0000000001
"3361","6","1","22","2","1","0","1",57999.9999999999
"3362","6","2","20","2","1","0","1",23800
"3363","1","1","20","2","2","0","1",13600
"3364","1","1","20","2","2","0","1",16000
"3365","6","1","19","2","1","0","1",14000
"3366","1","1","23","2","1","0","1",66000
"3367","1","1","19","2","1","0","1",10020
"3368","1","1","20","2","1","0","1",12000
"3369","1","1","19","2","1","0","1",14000
"3370","1","2","21","2","1","0","1",92999.9999999998
"3371","1","1","18","2","1","0","1",52000.0000000001
"3372","1","1","22","2","1","0","1",73999.9999999998
"3373","1","2","22","2","1","0","1",48700.0000000001
"3374","1","2","21","2","1","0","1",32999.9999999999
"3375","1","1","20","2","1","0","1",150000
"3376","6","1","19","2","1","0","1",9000
"3377","1","1","20","2","1","0","1",69999.9999999998
"3378","1","2","18","2","1","0","1",52000.0000000001
"3379","1","1","16","2","1","0","1",30000.0000000001
"3380","6","2","20","2","1","0","1",8800.00000000002
"3381","1","1","21","2","1","0","1",47099.9999999999
"3382","1","1","21","2","1","0","1",77999.9999999999
"3383","1","1","19","2","1","0","1",95100
"3384","1","2","16","2","1","0","1",21000
"3385","1","1","16","2","1","0","1",36000
"3386","1","2","15","2","1","1","1",6000
"3387","1","2","16","2","1","0","1",24000
"3388","6","2","20","2","1","0","1",36599.9999999999
"3389","1","1","12","2","2","0","1",59999.9999999999
"3390","1","1","17","2","1","0","1",6120.00000000001
"3391","1","2","14","2","2","0","1",29099.9999999999
"3392","1","1","18","1","1","0","1",115400
"3393","1","2","18","2","1","0","1",39999.9999999999
"3394","6","2","22","2","1","0","1",42000
"3395","1","1","19","1","1","0","2",62000.0000000001
"3396","6","2","17","1","1","0","1",10050
"3397","6","2","19","1","1","0","1",20390
"3398","6","1","19","2","1","0","1",84000
"3399","1","2","19","2","2","0","1",11200
"3400","6","1","21","2","1","0","1",194000
"3401","6","2","21","2","1","0","1",194000
"3402","1","1","16","2","2","0","1",48000.0000000001
"3403","1","2","16","2","2","0","6",7200
"3404","6","2","12","1","1","0","1",8800.00000000002
"3405","1","2","21","2","1","0","1",57999.9999999999
"3406","1","1","16","2","1","0","1",59999.9999999999
"3407","6","1","18","1","1","0","1",40400
"3408","1","2","19","2","1","0","1",13100
"3409","1","2","18","2","1","0","1",30500
"3410","1","2","22","2","1","0","1",59999.9999999999
"3411","1","1","24","2","1","0","6",48000.0000000001
"3412","1","2","21","2","1","0","1",69999.9999999998
"3413","1","1","21","2","1","0","1",34399.9999999999
"3414","1","2","20","2","1","0","1",25000
"3415","1","2","19","2","2","0","1",15000
"3416","1","1","15","2","1","0","1",22000
"3417","1","1","15","2","1","0","1",24000
"3418","6","2","16","2","2","0","1",9000
"3419","1","1","16","2","1","0","3",50000
"3420","1","1","19","2","1","0","1",63220
"3421","1","2","21","2","1","0","1",54000
"3422","1","1","16","2","1","0","1",50000
"3423","1","2","19","2","1","0","1",25000
"3424","1","1","18","2","1","0","1",45000.0000000001
"3425","1","2","21","2","1","0","1",45000.0000000001
"3426","2","2","19","2","1","0","1",22000
"3427","1","1","16","2","1","0","1",20000
"3428","6","1","13","2","1","1","1",300
"3429","6","1","24","2","1","0","6",53899.9999999999
"3430","6","2","19","2","1","0","6",9700
"3431","1","2","20","2","2","0","1",30000.0000000001
"3432","1","1","18","2","1","0","1",39999.9999999999
"3433","2","1","16","1","1","0","1",16400
"3434","1","2","18","2","1","0","1",57009.9999999999
"3435","1","1","21","2","1","0","1",99199.9999999998
"3436","6","1","21","1","1","0","1",29799.9999999999
"3437","1","2","16","2","1","0","6",14300
"3438","6","1","17","1","1","0","6",4299.99999999999
"3439","1","1","21","2","1","0","1",69000.0000000001
"3440","1","1","23","2","1","0","1",25600
"3441","3","2","21","2","1","0","3",11000
"3442","4","1","16","2","1","0","1",27020
"3443","3","2","19","2","1","0","3",16340
"3444","6","2","16","2","1","0","3",1200
"3445","1","2","13","2","1","0","3",42099.9999999999
"3446","1","1","13","2","1","0","3",28300
"3447","6","2","16","2","1","0","1",10800
"3448","6","1","20","2","1","0","1",18000
"3449","6","2","21","2","1","0","1",7000
"3450","1","1","20","1","1","0","1",67999.9999999998
"3451","6","2","18","2","1","0","1",24620.0000000001
"3452","1","1","19","2","1","0","1",9999.99999999999
"3453","1","2","20","2","1","0","1",9999.99999999999
"3454","1","2","16","2","1","0","1",45000.0000000001
"3455","1","1","16","2","1","0","1",51900
"3456","1","2","16","2","1","0","1",33100
"3457","1","2","22","2","1","0","9",57999.9999999999
"3458","1","1","18","2","2","0","1",29600
"3459","6","2","16","1","1","0","1",12450
"3460","6","2","20","2","1","0","1",5300.00000000001
"3461","6","1","13","1","1","0","1",11400
"3462","6","2","19","1","1","0","1",12200
"3463","1","2","19","2","1","0","1",34200
"3464","4","1","22","2","1","0","1",59999.9999999999
"3465","1","2","22","2","1","0","1",59999.9999999999
"3466","1","1","21","2","1","0","1",97999.9999999998
"3467","1","2","16","2","1","0","1",24700
"3468","1","1","22","2","1","0","1",53029.9999999999
"3469","6","2","19","1","1","0","1",14920
"3470","1","2","16","1","1","0","1",34999.9999999999
"3471","1","2","16","2","1","0","1",6000
"3472","6","1","16","1","1","0","1",2400
"3473","1","2","22","2","1","0","1",13000
"3474","1","1","21","2","1","0","1",36000
"3475","6","1","18","1","1","0","1",32300
"3476","1","2","18","2","1","0","6",25500
"3477","1","2","21","2","1","0","1",35299.9999999999
"3478","1","1","21","2","1","0","1",20400
"3479","6","2","17","1","1","0","1",6500
"3480","2","1","16","2","1","0","1",46300.0000000001
"3481","1","1","20","2","1","0","1",99999.9999999998
"3482","1","1","16","2","1","0","1",18000
"3483","1","2","21","2","1","0","1",24000
"3484","1","2","18","2","1","0","1",46000.0000000001
"3485","1","2","1","2","1","0","1",36000
"3486","1","1","20","2","1","0","1",25000
"3487","1","1","19","2","1","0","1",25000
"3488","1","1","18","2","1","0","1",7000
"3489","3","2","17","1","1","0","1",10800
"3490","6","1","21","2","1","0","1",23500
"3491","1","2","21","2","1","0","1",85000.0000000001
"3492","6","2","21","2","2","0","1",50000
"3493","1","1","22","2","2","0","1",220500.000000001
"3494","1","2","19","2","1","0","1",10300
"3495","6","1","14","2","2","0","1",4500.00000000001
"3496","1","1","20","2","2","0","1",39000
"3497","1","2","19","2","1","0","1",25000
"3498","3","1","19","2","1","0","1",12000
"3499","6","2","17","1","1","0","3",9600
"3500","6","1","16","2","1","0","3",7100
"3501","6","2","20","2","2","0","3",29600
"3502","1","1","20","2","1","0","1",59999.9999999999
"3503","1","2","24","2","1","0","1",39999.9999999999
"3504","6","2","16","2","1","0","1",500
"3505","3","1","15","2","1","0","1",17000
"3506","1","2","16","2","1","0","1",15920
"3507","1","1","19","2","1","0","1",75000
"3508","2","2","19","2","1","0","3",46500
"3509","3","2","14","2","1","1","9",4000
"3510","1","2","19","2","2","0","1",18000
"3511","1","1","16","2","2","0","1",47220
"3512","1","1","19","2","2","0","1",44000.0000000001
"3513","6","1","22","2","1","0","1",50999.9999999999
"3514","1","2","20","2","1","0","1",48000.0000000001
"3515","6","2","20","2","1","0","1",43950
"3516","1","1","20","2","1","0","1",50000
"3517","1","2","20","2","1","0","1",50000
"3518","3","1","21","1","1","0","1",24000
"3519","6","1","12","1","1","0","1",31800
"3520","1","2","21","2","1","0","1",3410
"3521","1","2","19","2","1","0","1",11000
"3522","1","2","16","2","2","0","1",16000
"3523","1","1","19","2","1","0","8",7100
"3524","6","1","20","2","1","0","1",7000
"3525","2","2","19","2","1","0","9",5100
"3526","6","1","16","2","1","0","1",25999.9999999999
"3527","6","2","21","2","1","0","1",9999.99999999999
"3528","6","1","19","2","1","0","1",29200.0000000001
"3529","1","2","19","2","1","0","1",28100
"3530","1","2","16","2","1","0","1",50000
"3531","6","1","16","1","1","0","1",25500
"3532","1","1","17","2","1","0","1",60999.9999999999
"3533","6","1","13","2","1","1","1",13200
"3534","1","2","19","2","1","0","1",28000
"3535","3","1","17","2","2","0","1",550
"3536","1","2","23","2","1","0","1",27800.0000000001
"3537","1","1","21","2","1","0","1",40700.0000000001
"3538","6","2","11","1","1","0","3",10200
"3539","6","2","19","2","1","0","3",25600
"3540","6","1","16","2","1","0","3",600
"3541","1","2","19","2","1","0","3",50240
"3542","6","1","19","2","2","0","3",20
"3543","1","1","19","2","1","0","1",48000.0000000001
"3544","1","2","19","2","1","0","1",25999.9999999999
"3545","1","1","16","2","1","0","1",780
"3546","1","2","17","2","1","0","1",49800.0000000001
"3547","6","2","16","1","1","0","1",8000
"3548","2","2","21","1","2","0","1",5000
"3549","1","1","18","2","2","0","1",12000
"3550","6","2","19","1","1","0","1",31999.9999999999
"3551","1","2","17","1","1","0","1",34000
"3552","6","2","16","1","1","0","1",23700
"3553","1","1","19","2","1","0","1",48000.0000000001
"3554","1","1","19","2","1","0","1",59999.9999999999
"3555","6","2","13","2","1","0","1",25700
"3556","1","1","19","2","1","0","1",55000.0000000001
"3557","1","2","19","2","1","0","3",13000
"3558","2","1","19","2","1","0","3",11000
"3559","1","2","16","1","2","0","1",8000
"3560","6","1","16","2","1","0","1",25999.9999999999
"3561","1","2","20","2","2","0","1",18100
"3562","1","1","14","2","1","0","1",59999.9999999999
"3563","2","1","14","2","1","0","1",25000
"3564","1","1","19","2","1","0","1",22000
"3565","1","2","18","2","2","0","1",9999.99999999999
"3566","1","1","20","2","2","0","1",21600
"3567","1","2","18","2","2","0","1",2500
"3568","1","1","19","2","1","0","1",17000
"3569","1","2","20","2","1","0","1",12000
"3570","1","2","19","2","2","0","1",12000
"3571","1","1","16","1","2","0","1",21000
"3572","1","1","22","2","1","0","1",90000.0000000001
"3573","1","2","22","2","1","0","1",15000
"3574","6","2","19","2","1","0","1",1000
"3575","1","1","19","2","1","0","1",113000
"3576","1","2","16","2","1","0","1",14000
"3577","6","2","19","1","1","0","1",8700
"3578","1","1","19","1","1","0","1",23400
"3579","2","1","19","2","1","0","1",57999.9999999999
"3580","6","2","16","1","1","0","1",8300.00000000001
"3581","6","1","16","1","1","0","1",15620
"3582","6","2","20","2","1","0","1",69000.0000000001
"3583","1","2","24","2","1","0","1",64000
"3584","1","1","21","2","1","0","1",80400
"3585","1","1","20","2","1","0","1",45930.0000000001
"3586","1","2","20","2","1","0","1",12070
"3587","6","2","16","1","1","0","1",800.000000000001
"3588","2","1","16","2","1","0","1",180000
"3589","6","1","24","2","1","0","1",104600
"3590","2","2","18","2","1","0","1",20000
"3591","1","2","16","2","2","0","1",39999.9999999999
"3592","1","1","16","2","2","0","1",39999.9999999999
"3593","1","1","18","2","1","0","1",59999.9999999999
"3594","6","2","19","2","1","0","1",500
"3595","6","2","16","2","1","0","1",20700
"3596","1","2","22","2","1","0","1",25000
"3597","1","2","20","2","2","0","1",25000
"3598","1","1","21","2","1","0","1",52010.0000000001
"3599","1","2","21","2","1","0","1",45000.0000000001
"3600","1","1","21","2","1","0","1",35600
"3601","6","1","21","2","1","0","1",34000
"3602","1","2","16","2","1","0","1",16700
"3603","1","2","16","2","1","0","1",24000
"3604","1","1","16","2","2","0","1",27000
"3605","6","2","20","1","1","0","1",26900
"3606","1","2","21","2","1","0","1",67999.9999999998
"3607","6","1","21","2","1","0","1",21600
"3608","1","2","22","2","1","0","1",174000
"3609","1","2","21","2","1","0","1",28000
"3610","1","1","20","2","1","0","1",39999.9999999999
"3611","2","2","14","1","1","0","1",78999.9999999999
"3612","1","1","21","2","2","0","1",69999.9999999998
"3613","1","2","22","2","2","0","1",1300
"3614","2","1","16","2","1","0","1",34999.9999999999
"3615","6","2","21","2","1","0","1",20800
"3616","6","1","22","2","1","0","1",13800
"3617","1","1","18","2","1","0","1",44000.0000000001
"3618","6","2","19","1","1","0","1",9200.00000000001
"3619","1","2","22","2","1","0","1",140600
"3620","1","1","17","2","1","0","1",55000.0000000001
"3621","1","2","14","2","1","0","1",5700.00000000001
"3622","1","1","19","2","1","0","1",110200
"3623","6","2","16","2","1","0","1",39400
"3624","1","2","12","2","1","0","1",61100.0000000002
"3625","6","2","18","2","1","0","1",13610
"3626","1","1","20","2","1","0","1",77000
"3627","1","2","20","1","1","0","1",34999.9999999999
"3628","1","1","17","2","1","0","1",20000
"3629","1","2","18","2","1","0","1",27440
"3630","1","1","19","2","1","0","1",135600
"3631","1","1","20","2","1","0","1",88000
"3632","2","2","21","2","1","0","1",9700
"3633","1","1","23","2","1","0","1",460000
"3634","2","2","21","2","1","0","1",4200
"3635","6","1","17","2","1","0","1",26300
"3636","1","2","20","2","2","0","1",36999.9999999999
"3637","1","1","20","2","2","0","1",21000
"3638","6","1","19","1","1","0","1",12200
"3639","1","2","22","2","1","0","1",43000
"3640","6","1","24","2","1","0","1",18000
"3641","1","1","16","2","1","0","1",24004
"3642","1","2","14","2","1","0","3",15900
"3643","6","2","16","2","1","0","3",19400
"3644","6","2","20","2","1","0","1",32999.9999999999
"3645","6","2","17","2","1","0","1",500
"3646","6","1","16","1","1","0","1",88999.9999999998
"3647","1","2","19","2","2","0","1",18800
"3648","6","2","22","1","1","0","1",14800
"3649","1","1","22","2","1","0","1",71000.0000000002
"3650","1","2","18","2","1","0","1",37900.0000000001
"3651","1","2","24","2","1","0","1",99999.9999999998
"3652","1","2","20","2","1","0","1",39999.9999999999
"3653","1","1","17","2","1","0","1",42000
"3654","6","2","19","2","1","0","1",800.000000000001
"3655","1","2","19","2","1","0","1",31000
"3656","1","2","17","1","1","0","1",20000
"3657","1","1","14","2","1","0","1",85999.9999999999
"3658","6","2","16","1","1","0","1",40899.9999999999
"3659","1","1","16","2","1","0","1",97999.9999999998
"3660","1","2","16","2","1","0","1",48999.9999999999
"3661","1","1","19","2","1","0","1",85000.0000000001
"3662","6","1","15","1","1","0","1",20000
"3663","1","1","21","2","1","0","1",40549.9999999999
"3664","1","2","15","2","1","0","1",89400.0000000001
"3665","1","2","21","2","1","0","1",6080.00000000001
"3666","1","1","21","2","1","0","1",212600
"3667","1","2","14","2","1","0","1",32999.9999999999
"3668","1","1","17","2","1","0","5",30000.0000000001
"3669","1","1","18","1","1","0","5",71000.0000000002
"3670","1","1","21","2","1","0","1",506699.999999999
"3671","1","2","20","2","1","0","1",11000
"3672","1","2","20","2","1","0","1",34999.9999999999
"3673","1","1","16","2","1","0","1",20000
"3674","2","2","13","2","1","1","1",250
"3675","1","1","20","2","1","0","1",77000
"3676","6","2","20","1","1","0","1",16000
"3677","1","1","16","2","1","0","1",182000
"3678","6","2","19","2","1","0","1",35400
"3679","6","2","19","2","1","0","1",27600
"3680","2","1","15","2","1","0","1",32499.9999999999
"3681","1","1","16","1","1","0","1",81199.9999999998
"3682","6","2","19","2","1","0","1",7200
"3683","1","2","21","2","1","0","1",48000.0000000001
"3684","1","2","22","2","1","0","1",55000.0000000001
"3685","6","1","21","2","1","0","1",13600
"3686","6","2","22","1","1","0","1",39000
"3687","1","2","22","2","1","0","1",100030
"3688","1","1","24","2","1","0","1",111490
"3689","1","2","22","2","1","0","1",45000.0000000001
"3690","1","2","16","2","1","0","1",41600
"3691","1","1","10","2","1","0","1",59999.9999999999
"3692","6","2","18","2","1","0","1",20000
"3693","1","1","16","2","1","0","1",5000
"3694","1","1","19","2","1","0","1",18000
"3695","1","1","19","2","1","0","1",9999.99999999999
"3696","1","2","19","2","1","0","1",15000
"3697","1","2","21","2","1","0","1",78999.9999999999
"3698","1","1","16","2","1","0","1",34000
"3699","1","2","16","2","1","0","1",25000
"3700","3","1","18","2","2","0","1",39999.9999999999
"3701","6","1","23","1","1","0","1",48500
"3702","6","2","19","1","1","0","1",10800
"3703","6","1","19","2","1","0","1",1300
"3704","6","2","16","2","1","0","1",1200
